feature,importance,original_feature,feature_group
categorical__route_Reno → Louisville,0.0,route_Reno → Louisville,route
categorical__route_Reno → Los Angeles,0.0,route_Reno → Los Angeles,route
categorical__route_Reno → Little Rock,0.0,route_Reno → Little Rock,route
categorical__route_Reno → Lexington,0.0,route_Reno → Lexington,route
categorical__route_Reno → Las Vegas,0.0,route_Reno → Las Vegas,route
categorical__route_Reno → Kansas City,0.0,route_Reno → Kansas City,route
categorical__route_Reno → Indianapolis,0.0,route_Reno → Indianapolis,route
categorical__route_Reno → Houston,0.0,route_Reno → Houston,route
categorical__route_Reno → Hartford,0.0,route_Reno → Hartford,route
categorical__route_Reno → Syracuse,0.0,route_Reno → Syracuse,route
categorical__route_Reno → St. Louis,0.0,route_Reno → St. Louis,route
categorical__route_Reno → Shreveport,0.0,route_Reno → Shreveport,route
categorical__route_Bakersfield → Dayton,0.0,route_Bakersfield → Dayton,route
categorical__route_Reno → San Francisco,0.0,route_Reno → San Francisco,route
categorical__route_Reno → San Antonio,0.0,route_Reno → San Antonio,route
categorical__route_Reno → Salt Lake City,0.0,route_Reno → Salt Lake City,route
categorical__route_Reno → Richmond,0.0,route_Reno → Richmond,route
categorical__route_Reno → Raleigh,0.0,route_Reno → Raleigh,route
categorical__route_Reno → Providence,0.0,route_Reno → Providence,route
categorical__route_Bakersfield → Dallas,0.0,route_Bakersfield → Dallas,route
categorical__route_Bakersfield → Corpus Christi,0.0,route_Bakersfield → Corpus Christi,route
categorical__route_Reno → New York,0.0,route_Reno → New York,route
categorical__route_Reno → New Orleans,0.0,route_Reno → New Orleans,route
categorical__route_Albany → Washington,0.0,route_Albany → Washington,route
categorical__route_Albany → Tulsa,0.0,route_Albany → Tulsa,route
categorical__route_Albany → Tucson,0.0,route_Albany → Tucson,route
categorical__route_Albany → Toledo,0.0,route_Albany → Toledo,route
categorical__route_Albany → Tampa,0.0,route_Albany → Tampa,route
categorical__route_Albany → Syracuse,0.0,route_Albany → Syracuse,route
categorical__route_Albany → St. Louis,0.0,route_Albany → St. Louis,route
categorical__route_Albany → Savannah,0.0,route_Albany → Savannah,route
categorical__route_Albany → San Francisco,0.0,route_Albany → San Francisco,route
categorical__route_Albany → San Antonio,0.0,route_Albany → San Antonio,route
categorical__route_Albany → Salt Lake City,0.0,route_Albany → Salt Lake City,route
categorical__route_Albany → Raleigh,0.0,route_Albany → Raleigh,route
categorical__route_Reno → Nashville,0.0,route_Reno → Nashville,route
categorical__route_Richmond → Buffalo,0.0,route_Richmond → Buffalo,route
categorical__route_Richmond → Boston,0.0,route_Richmond → Boston,route
categorical__route_Richmond → Birmingham,0.0,route_Richmond → Birmingham,route
categorical__route_Richmond → Baton Rouge,0.0,route_Richmond → Baton Rouge,route
categorical__route_Richmond → Bakersfield,0.0,route_Richmond → Bakersfield,route
categorical__route_Richmond → Austin,0.0,route_Richmond → Austin,route
categorical__route_Richmond → Atlanta,0.0,route_Richmond → Atlanta,route
categorical__route_Richmond → Amarillo,0.0,route_Richmond → Amarillo,route
categorical__route_Richmond → Albuquerque,0.0,route_Richmond → Albuquerque,route
categorical__route_Reno → Washington,0.0,route_Reno → Washington,route
categorical__route_Reno → Tulsa,0.0,route_Reno → Tulsa,route
categorical__route_Reno → Tucson,0.0,route_Reno → Tucson,route
categorical__route_Reno → Toledo,0.0,route_Reno → Toledo,route
categorical__route_Reno → Tampa,0.0,route_Reno → Tampa,route
categorical__route_Richmond → Hartford,0.0,route_Richmond → Hartford,route
categorical__route_Richmond → Harrisburg,0.0,route_Richmond → Harrisburg,route
categorical__route_Richmond → Greensboro,0.0,route_Richmond → Greensboro,route
categorical__route_Bakersfield → Columbia,0.0,route_Bakersfield → Columbia,route
categorical__route_Richmond → Grand Rapids,0.0,route_Richmond → Grand Rapids,route
categorical__route_Bakersfield → Chattanooga,0.0,route_Bakersfield → Chattanooga,route
categorical__route_Richmond → Fort Wayne,0.0,route_Richmond → Fort Wayne,route
categorical__route_Richmond → El Paso,0.0,route_Richmond → El Paso,route
categorical__route_Richmond → Detroit,0.0,route_Richmond → Detroit,route
categorical__route_Richmond → Dayton,0.0,route_Richmond → Dayton,route
categorical__route_Richmond → Dallas,0.0,route_Richmond → Dallas,route
categorical__route_Richmond → Corpus Christi,0.0,route_Richmond → Corpus Christi,route
categorical__route_Richmond → Columbia,0.0,route_Richmond → Columbia,route
categorical__route_Richmond → Cincinnati,0.0,route_Richmond → Cincinnati,route
categorical__route_Richmond → Chattanooga,0.0,route_Richmond → Chattanooga,route
categorical__route_Bakersfield → Charleston,0.0,route_Bakersfield → Charleston,route
categorical__route_Richmond → Mobile,0.0,route_Richmond → Mobile,route
categorical__route_Richmond → Memphis,0.0,route_Richmond → Memphis,route
categorical__route_Richmond → Madison,0.0,route_Richmond → Madison,route
categorical__route_Richmond → Lubbock,0.0,route_Richmond → Lubbock,route
categorical__route_Richmond → Los Angeles,0.0,route_Richmond → Los Angeles,route
categorical__route_Richmond → Little Rock,0.0,route_Richmond → Little Rock,route
categorical__route_Richmond → Lexington,0.0,route_Richmond → Lexington,route
categorical__route_Richmond → Las Vegas,0.0,route_Richmond → Las Vegas,route
categorical__route_Richmond → Kansas City,0.0,route_Richmond → Kansas City,route
categorical__route_Richmond → Jacksonville,0.0,route_Richmond → Jacksonville,route
categorical__route_Richmond → Houston,0.0,route_Richmond → Houston,route
categorical__route_Richmond → Tampa,0.0,route_Richmond → Tampa,route
categorical__route_Richmond → Syracuse,0.0,route_Richmond → Syracuse,route
categorical__route_Richmond → St. Louis,0.0,route_Richmond → St. Louis,route
categorical__route_Richmond → San Francisco,0.0,route_Richmond → San Francisco,route
categorical__route_Richmond → San Antonio,0.0,route_Richmond → San Antonio,route
categorical__route_Richmond → Salt Lake City,0.0,route_Richmond → Salt Lake City,route
categorical__route_Richmond → Reno,0.0,route_Richmond → Reno,route
categorical__route_Richmond → Providence,0.0,route_Richmond → Providence,route
categorical__route_Bakersfield → Boston,0.0,route_Bakersfield → Boston,route
categorical__route_Richmond → Philadelphia,0.0,route_Richmond → Philadelphia,route
categorical__route_Richmond → New York,0.0,route_Richmond → New York,route
categorical__route_Richmond → New Orleans,0.0,route_Richmond → New Orleans,route
categorical__route_Salt Lake City → Charleston,0.0,route_Salt Lake City → Charleston,route
categorical__route_Salt Lake City → Buffalo,0.0,route_Salt Lake City → Buffalo,route
categorical__route_Salt Lake City → Boston,0.0,route_Salt Lake City → Boston,route
categorical__route_Salt Lake City → Birmingham,0.0,route_Salt Lake City → Birmingham,route
categorical__route_Salt Lake City → Baton Rouge,0.0,route_Salt Lake City → Baton Rouge,route
categorical__route_Salt Lake City → Baltimore,0.0,route_Salt Lake City → Baltimore,route
categorical__route_Salt Lake City → Bakersfield,0.0,route_Salt Lake City → Bakersfield,route
categorical__route_Salt Lake City → Austin,0.0,route_Salt Lake City → Austin,route
categorical__route_Salt Lake City → Atlanta,0.0,route_Salt Lake City → Atlanta,route
categorical__route_Salt Lake City → Amarillo,0.0,route_Salt Lake City → Amarillo,route
categorical__route_Salt Lake City → Albuquerque,0.0,route_Salt Lake City → Albuquerque,route
categorical__route_Salt Lake City → Albany,0.0,route_Salt Lake City → Albany,route
categorical__route_Richmond → Washington,0.0,route_Richmond → Washington,route
categorical__route_Richmond → Tulsa,0.0,route_Richmond → Tulsa,route
categorical__route_Richmond → Tucson,0.0,route_Richmond → Tucson,route
categorical__route_Richmond → Toledo,0.0,route_Richmond → Toledo,route
categorical__route_Salt Lake City → Houston,0.0,route_Salt Lake City → Houston,route
categorical__route_Salt Lake City → Harrisburg,0.0,route_Salt Lake City → Harrisburg,route
categorical__route_Salt Lake City → Greensboro,0.0,route_Salt Lake City → Greensboro,route
categorical__route_Bakersfield → Birmingham,0.0,route_Bakersfield → Birmingham,route
categorical__route_Salt Lake City → Grand Rapids,0.0,route_Salt Lake City → Grand Rapids,route
categorical__route_Salt Lake City → Fresno,0.0,route_Salt Lake City → Fresno,route
categorical__route_Salt Lake City → Fort Wayne,0.0,route_Salt Lake City → Fort Wayne,route
categorical__route_Salt Lake City → El Paso,0.0,route_Salt Lake City → El Paso,route
categorical__route_Salt Lake City → Detroit,0.0,route_Salt Lake City → Detroit,route
categorical__route_Salt Lake City → Dayton,0.0,route_Salt Lake City → Dayton,route
categorical__route_Salt Lake City → Dallas,0.0,route_Salt Lake City → Dallas,route
categorical__route_Salt Lake City → Corpus Christi,0.0,route_Salt Lake City → Corpus Christi,route
categorical__route_Salt Lake City → Columbia,0.0,route_Salt Lake City → Columbia,route
categorical__route_Salt Lake City → Cincinnati,0.0,route_Salt Lake City → Cincinnati,route
categorical__route_Salt Lake City → Chattanooga,0.0,route_Salt Lake City → Chattanooga,route
categorical__route_Salt Lake City → New Orleans,0.0,route_Salt Lake City → New Orleans,route
categorical__route_Salt Lake City → Nashville,0.0,route_Salt Lake City → Nashville,route
categorical__route_Salt Lake City → Montgomery,0.0,route_Salt Lake City → Montgomery,route
categorical__route_Salt Lake City → Milwaukee,0.0,route_Salt Lake City → Milwaukee,route
categorical__route_Salt Lake City → Memphis,0.0,route_Salt Lake City → Memphis,route
categorical__route_Salt Lake City → Madison,0.0,route_Salt Lake City → Madison,route
categorical__route_Salt Lake City → Lubbock,0.0,route_Salt Lake City → Lubbock,route
categorical__route_Salt Lake City → Louisville,0.0,route_Salt Lake City → Louisville,route
categorical__route_Salt Lake City → Los Angeles,0.0,route_Salt Lake City → Los Angeles,route
categorical__route_Salt Lake City → Little Rock,0.0,route_Salt Lake City → Little Rock,route
categorical__route_Salt Lake City → Lexington,0.0,route_Salt Lake City → Lexington,route
categorical__route_Salt Lake City → Las Vegas,0.0,route_Salt Lake City → Las Vegas,route
categorical__route_Salt Lake City → Kansas City,0.0,route_Salt Lake City → Kansas City,route
categorical__route_Salt Lake City → Jacksonville,0.0,route_Salt Lake City → Jacksonville,route
categorical__route_Salt Lake City → Indianapolis,0.0,route_Salt Lake City → Indianapolis,route
categorical__route_Salt Lake City → Toledo,0.0,route_Salt Lake City → Toledo,route
categorical__route_Salt Lake City → Tampa,0.0,route_Salt Lake City → Tampa,route
categorical__route_Salt Lake City → Syracuse,0.0,route_Salt Lake City → Syracuse,route
categorical__route_Salt Lake City → St. Louis,0.0,route_Salt Lake City → St. Louis,route
categorical__route_Salt Lake City → Shreveport,0.0,route_Salt Lake City → Shreveport,route
categorical__route_Salt Lake City → Savannah,0.0,route_Salt Lake City → Savannah,route
categorical__route_Salt Lake City → San Francisco,0.0,route_Salt Lake City → San Francisco,route
categorical__route_Salt Lake City → San Antonio,0.0,route_Salt Lake City → San Antonio,route
categorical__route_Salt Lake City → Richmond,0.0,route_Salt Lake City → Richmond,route
categorical__route_Salt Lake City → Reno,0.0,route_Salt Lake City → Reno,route
categorical__route_Salt Lake City → Raleigh,0.0,route_Salt Lake City → Raleigh,route
categorical__route_Salt Lake City → Providence,0.0,route_Salt Lake City → Providence,route
categorical__route_Salt Lake City → Phoenix,0.0,route_Salt Lake City → Phoenix,route
categorical__route_Salt Lake City → Philadelphia,0.0,route_Salt Lake City → Philadelphia,route
categorical__route_Salt Lake City → Oklahoma City,0.0,route_Salt Lake City → Oklahoma City,route
categorical__route_Salt Lake City → New York,0.0,route_Salt Lake City → New York,route
categorical__route_San Antonio → Chattanooga,0.0,route_San Antonio → Chattanooga,route
categorical__route_San Antonio → Charleston,0.0,route_San Antonio → Charleston,route
categorical__route_San Antonio → Buffalo,0.0,route_San Antonio → Buffalo,route
categorical__route_Bakersfield → Memphis,0.0,route_Bakersfield → Memphis,route
categorical__route_San Antonio → Birmingham,0.0,route_San Antonio → Birmingham,route
categorical__route_San Antonio → Baton Rouge,0.0,route_San Antonio → Baton Rouge,route
categorical__route_San Antonio → Baltimore,0.0,route_San Antonio → Baltimore,route
categorical__route_San Antonio → Bakersfield,0.0,route_San Antonio → Bakersfield,route
categorical__route_San Antonio → Austin,0.0,route_San Antonio → Austin,route
categorical__route_San Antonio → Atlanta,0.0,route_San Antonio → Atlanta,route
categorical__route_San Antonio → Amarillo,0.0,route_San Antonio → Amarillo,route
categorical__route_San Antonio → Albuquerque,0.0,route_San Antonio → Albuquerque,route
categorical__route_San Antonio → Albany,0.0,route_San Antonio → Albany,route
categorical__route_Salt Lake City → Washington,0.0,route_Salt Lake City → Washington,route
categorical__route_Salt Lake City → Tulsa,0.0,route_Salt Lake City → Tulsa,route
categorical__route_Salt Lake City → Tucson,0.0,route_Salt Lake City → Tucson,route
categorical__route_San Antonio → Indianapolis,0.0,route_San Antonio → Indianapolis,route
categorical__route_San Antonio → Houston,0.0,route_San Antonio → Houston,route
categorical__route_San Antonio → Hartford,0.0,route_San Antonio → Hartford,route
categorical__route_San Antonio → Harrisburg,0.0,route_San Antonio → Harrisburg,route
categorical__route_San Antonio → Greensboro,0.0,route_San Antonio → Greensboro,route
categorical__route_San Antonio → Green Bay,0.0,route_San Antonio → Green Bay,route
categorical__route_San Antonio → Grand Rapids,0.0,route_San Antonio → Grand Rapids,route
categorical__route_San Antonio → Fresno,0.0,route_San Antonio → Fresno,route
categorical__route_San Antonio → Fort Wayne,0.0,route_San Antonio → Fort Wayne,route
categorical__route_San Antonio → El Paso,0.0,route_San Antonio → El Paso,route
categorical__route_San Antonio → Detroit,0.0,route_San Antonio → Detroit,route
categorical__route_San Antonio → Dayton,0.0,route_San Antonio → Dayton,route
categorical__route_San Antonio → Dallas,0.0,route_San Antonio → Dallas,route
categorical__route_San Antonio → Corpus Christi,0.0,route_San Antonio → Corpus Christi,route
categorical__route_San Antonio → Cincinnati,0.0,route_San Antonio → Cincinnati,route
categorical__route_San Antonio → New York,0.0,route_San Antonio → New York,route
categorical__route_San Antonio → New Orleans,0.0,route_San Antonio → New Orleans,route
categorical__route_San Antonio → Nashville,0.0,route_San Antonio → Nashville,route
categorical__route_San Antonio → Montgomery,0.0,route_San Antonio → Montgomery,route
categorical__route_San Antonio → Mobile,0.0,route_San Antonio → Mobile,route
categorical__route_San Antonio → Milwaukee,0.0,route_San Antonio → Milwaukee,route
categorical__route_San Antonio → Madison,0.0,route_San Antonio → Madison,route
categorical__route_San Antonio → Lubbock,0.0,route_San Antonio → Lubbock,route
categorical__route_San Antonio → Louisville,0.0,route_San Antonio → Louisville,route
categorical__route_San Antonio → Los Angeles,0.0,route_San Antonio → Los Angeles,route
categorical__route_San Antonio → Little Rock,0.0,route_San Antonio → Little Rock,route
categorical__route_San Antonio → Lexington,0.0,route_San Antonio → Lexington,route
categorical__route_San Antonio → Las Vegas,0.0,route_San Antonio → Las Vegas,route
categorical__route_San Antonio → Kansas City,0.0,route_San Antonio → Kansas City,route
categorical__route_Albany → Phoenix,0.0,route_Albany → Phoenix,route
categorical__route_Albany → Philadelphia,0.0,route_Albany → Philadelphia,route
categorical__route_Albany → Oklahoma City,0.0,route_Albany → Oklahoma City,route
categorical__route_Albany → New York,0.0,route_Albany → New York,route
categorical__route_Albany → New Orleans,0.0,route_Albany → New Orleans,route
categorical__route_Albany → Nashville,0.0,route_Albany → Nashville,route
categorical__route_Albany → Montgomery,0.0,route_Albany → Montgomery,route
categorical__route_Albany → Mobile,0.0,route_Albany → Mobile,route
categorical__route_Bakersfield → Madison,0.0,route_Bakersfield → Madison,route
categorical__route_Albany → Memphis,0.0,route_Albany → Memphis,route
categorical__route_Albany → Madison,0.0,route_Albany → Madison,route
categorical__route_Albany → Lubbock,0.0,route_Albany → Lubbock,route
categorical__route_Albany → Louisville,0.0,route_Albany → Louisville,route
categorical__route_Albany → Los Angeles,0.0,route_Albany → Los Angeles,route
categorical__route_Albany → Little Rock,0.0,route_Albany → Little Rock,route
categorical__route_San Antonio → Jacksonville,0.0,route_San Antonio → Jacksonville,route
categorical__route_San Antonio → Tucson,0.0,route_San Antonio → Tucson,route
categorical__route_San Antonio → Toledo,0.0,route_San Antonio → Toledo,route
categorical__route_San Antonio → Tampa,0.0,route_San Antonio → Tampa,route
categorical__route_San Antonio → Syracuse,0.0,route_San Antonio → Syracuse,route
categorical__route_San Antonio → St. Louis,0.0,route_San Antonio → St. Louis,route
categorical__route_San Antonio → Shreveport,0.0,route_San Antonio → Shreveport,route
categorical__route_San Antonio → Savannah,0.0,route_San Antonio → Savannah,route
categorical__route_San Antonio → San Francisco,0.0,route_San Antonio → San Francisco,route
categorical__route_San Antonio → Salt Lake City,0.0,route_San Antonio → Salt Lake City,route
categorical__route_San Antonio → Richmond,0.0,route_San Antonio → Richmond,route
categorical__route_San Antonio → Reno,0.0,route_San Antonio → Reno,route
categorical__route_San Antonio → Raleigh,0.0,route_San Antonio → Raleigh,route
categorical__route_San Antonio → Providence,0.0,route_San Antonio → Providence,route
categorical__route_San Antonio → Philadelphia,0.0,route_San Antonio → Philadelphia,route
categorical__route_San Antonio → Oklahoma City,0.0,route_San Antonio → Oklahoma City,route
categorical__route_San Francisco → Cincinnati,0.0,route_San Francisco → Cincinnati,route
categorical__route_San Francisco → Chattanooga,0.0,route_San Francisco → Chattanooga,route
categorical__route_San Francisco → Charleston,0.0,route_San Francisco → Charleston,route
categorical__route_San Francisco → Buffalo,0.0,route_San Francisco → Buffalo,route
categorical__route_San Francisco → Boston,0.0,route_San Francisco → Boston,route
categorical__route_San Francisco → Birmingham,0.0,route_San Francisco → Birmingham,route
categorical__route_San Francisco → Baltimore,0.0,route_San Francisco → Baltimore,route
categorical__route_San Francisco → Bakersfield,0.0,route_San Francisco → Bakersfield,route
categorical__route_San Francisco → Austin,0.0,route_San Francisco → Austin,route
categorical__route_San Francisco → Amarillo,0.0,route_San Francisco → Amarillo,route
categorical__route_San Francisco → Albuquerque,0.0,route_San Francisco → Albuquerque,route
categorical__route_San Francisco → Albany,0.0,route_San Francisco → Albany,route
categorical__route_San Antonio → Washington,0.0,route_San Antonio → Washington,route
categorical__route_San Antonio → Tulsa,0.0,route_San Antonio → Tulsa,route
categorical__route_San Francisco → Kansas City,0.0,route_San Francisco → Kansas City,route
categorical__route_San Francisco → Jacksonville,0.0,route_San Francisco → Jacksonville,route
categorical__route_San Francisco → Indianapolis,0.0,route_San Francisco → Indianapolis,route
categorical__route_San Francisco → Houston,0.0,route_San Francisco → Houston,route
categorical__route_San Francisco → Hartford,0.0,route_San Francisco → Hartford,route
categorical__route_San Francisco → Harrisburg,0.0,route_San Francisco → Harrisburg,route
categorical__route_San Francisco → Green Bay,0.0,route_San Francisco → Green Bay,route
categorical__route_San Francisco → Fresno,0.0,route_San Francisco → Fresno,route
categorical__route_San Francisco → Fort Wayne,0.0,route_San Francisco → Fort Wayne,route
categorical__route_San Francisco → El Paso,0.0,route_San Francisco → El Paso,route
categorical__route_San Francisco → Detroit,0.0,route_San Francisco → Detroit,route
categorical__route_San Francisco → Dayton,0.0,route_San Francisco → Dayton,route
categorical__route_San Francisco → Corpus Christi,0.0,route_San Francisco → Corpus Christi,route
categorical__route_San Francisco → Columbia,0.0,route_San Francisco → Columbia,route
categorical__route_San Francisco → Philadelphia,0.0,route_San Francisco → Philadelphia,route
categorical__route_San Francisco → Oklahoma City,0.0,route_San Francisco → Oklahoma City,route
categorical__route_San Francisco → New York,0.0,route_San Francisco → New York,route
categorical__route_San Francisco → New Orleans,0.0,route_San Francisco → New Orleans,route
categorical__route_San Francisco → Nashville,0.0,route_San Francisco → Nashville,route
categorical__route_San Francisco → Montgomery,0.0,route_San Francisco → Montgomery,route
categorical__route_San Francisco → Mobile,0.0,route_San Francisco → Mobile,route
categorical__route_San Francisco → Milwaukee,0.0,route_San Francisco → Milwaukee,route
categorical__route_San Francisco → Memphis,0.0,route_San Francisco → Memphis,route
categorical__route_San Francisco → Madison,0.0,route_San Francisco → Madison,route
categorical__route_San Francisco → Lubbock,0.0,route_San Francisco → Lubbock,route
categorical__route_San Francisco → Louisville,0.0,route_San Francisco → Louisville,route
categorical__route_San Francisco → Los Angeles,0.0,route_San Francisco → Los Angeles,route
categorical__route_San Francisco → Little Rock,0.0,route_San Francisco → Little Rock,route
categorical__route_San Francisco → Lexington,0.0,route_San Francisco → Lexington,route
categorical__route_San Francisco → Las Vegas,0.0,route_San Francisco → Las Vegas,route
categorical__route_San Francisco → Washington,0.0,route_San Francisco → Washington,route
categorical__route_San Francisco → Tulsa,0.0,route_San Francisco → Tulsa,route
categorical__route_Bakersfield → Lubbock,0.0,route_Bakersfield → Lubbock,route
categorical__route_San Francisco → Toledo,0.0,route_San Francisco → Toledo,route
categorical__route_San Francisco → Tampa,0.0,route_San Francisco → Tampa,route
categorical__route_San Francisco → Syracuse,0.0,route_San Francisco → Syracuse,route
categorical__route_San Francisco → St. Louis,0.0,route_San Francisco → St. Louis,route
categorical__route_San Francisco → Shreveport,0.0,route_San Francisco → Shreveport,route
categorical__route_San Francisco → Savannah,0.0,route_San Francisco → Savannah,route
categorical__route_San Francisco → San Antonio,0.0,route_San Francisco → San Antonio,route
categorical__route_San Francisco → Salt Lake City,0.0,route_San Francisco → Salt Lake City,route
categorical__route_San Francisco → Richmond,0.0,route_San Francisco → Richmond,route
categorical__route_San Francisco → Reno,0.0,route_San Francisco → Reno,route
categorical__route_San Francisco → Raleigh,0.0,route_San Francisco → Raleigh,route
categorical__route_San Francisco → Providence,0.0,route_San Francisco → Providence,route
categorical__route_San Francisco → Phoenix,0.0,route_San Francisco → Phoenix,route
categorical__route_Savannah → Dallas,0.0,route_Savannah → Dallas,route
categorical__route_Savannah → Corpus Christi,0.0,route_Savannah → Corpus Christi,route
categorical__route_Savannah → Columbia,0.0,route_Savannah → Columbia,route
categorical__route_Savannah → Cincinnati,0.0,route_Savannah → Cincinnati,route
categorical__route_Savannah → Chattanooga,0.0,route_Savannah → Chattanooga,route
categorical__route_Bakersfield → Louisville,0.0,route_Bakersfield → Louisville,route
categorical__route_Savannah → Buffalo,0.0,route_Savannah → Buffalo,route
categorical__route_Savannah → Boston,0.0,route_Savannah → Boston,route
categorical__route_Savannah → Birmingham,0.0,route_Savannah → Birmingham,route
categorical__route_Savannah → Baton Rouge,0.0,route_Savannah → Baton Rouge,route
categorical__route_Savannah → Baltimore,0.0,route_Savannah → Baltimore,route
categorical__route_Savannah → Bakersfield,0.0,route_Savannah → Bakersfield,route
categorical__route_Savannah → Atlanta,0.0,route_Savannah → Atlanta,route
categorical__route_Savannah → Amarillo,0.0,route_Savannah → Amarillo,route
categorical__route_Savannah → Albuquerque,0.0,route_Savannah → Albuquerque,route
categorical__route_Savannah → Albany,0.0,route_Savannah → Albany,route
categorical__route_Savannah → Little Rock,0.0,route_Savannah → Little Rock,route
categorical__route_Savannah → Lexington,0.0,route_Savannah → Lexington,route
categorical__route_Savannah → Las Vegas,0.0,route_Savannah → Las Vegas,route
categorical__route_Savannah → Kansas City,0.0,route_Savannah → Kansas City,route
categorical__route_Savannah → Jacksonville,0.0,route_Savannah → Jacksonville,route
categorical__route_Savannah → Houston,0.0,route_Savannah → Houston,route
categorical__route_Savannah → Hartford,0.0,route_Savannah → Hartford,route
categorical__route_Savannah → Harrisburg,0.0,route_Savannah → Harrisburg,route
categorical__route_Bakersfield → Los Angeles,0.0,route_Bakersfield → Los Angeles,route
categorical__route_Savannah → Green Bay,0.0,route_Savannah → Green Bay,route
categorical__route_Savannah → Grand Rapids,0.0,route_Savannah → Grand Rapids,route
categorical__route_Savannah → Fresno,0.0,route_Savannah → Fresno,route
categorical__route_Savannah → Fort Wayne,0.0,route_Savannah → Fort Wayne,route
categorical__route_Savannah → El Paso,0.0,route_Savannah → El Paso,route
categorical__route_Savannah → Detroit,0.0,route_Savannah → Detroit,route
categorical__route_Savannah → Dayton,0.0,route_Savannah → Dayton,route
categorical__route_Savannah → Raleigh,0.0,route_Savannah → Raleigh,route
categorical__route_Savannah → Providence,0.0,route_Savannah → Providence,route
categorical__route_Savannah → Phoenix,0.0,route_Savannah → Phoenix,route
categorical__route_Savannah → Philadelphia,0.0,route_Savannah → Philadelphia,route
categorical__route_Savannah → Oklahoma City,0.0,route_Savannah → Oklahoma City,route
categorical__route_Savannah → New York,0.0,route_Savannah → New York,route
categorical__route_Savannah → New Orleans,0.0,route_Savannah → New Orleans,route
categorical__route_Savannah → Nashville,0.0,route_Savannah → Nashville,route
categorical__route_Savannah → Montgomery,0.0,route_Savannah → Montgomery,route
categorical__route_Savannah → Mobile,0.0,route_Savannah → Mobile,route
categorical__route_Savannah → Milwaukee,0.0,route_Savannah → Milwaukee,route
categorical__route_Savannah → Memphis,0.0,route_Savannah → Memphis,route
categorical__route_Savannah → Madison,0.0,route_Savannah → Madison,route
categorical__route_Savannah → Lubbock,0.0,route_Savannah → Lubbock,route
categorical__route_Savannah → Louisville,0.0,route_Savannah → Louisville,route
categorical__route_Savannah → Los Angeles,0.0,route_Savannah → Los Angeles,route
categorical__route_Shreveport → Amarillo,0.0,route_Shreveport → Amarillo,route
categorical__route_Shreveport → Albuquerque,0.0,route_Shreveport → Albuquerque,route
categorical__route_Shreveport → Albany,0.0,route_Shreveport → Albany,route
categorical__route_Savannah → Washington,0.0,route_Savannah → Washington,route
categorical__route_Savannah → Tulsa,0.0,route_Savannah → Tulsa,route
categorical__route_Savannah → Tucson,0.0,route_Savannah → Tucson,route
categorical__route_Savannah → Toledo,0.0,route_Savannah → Toledo,route
categorical__route_Savannah → Tampa,0.0,route_Savannah → Tampa,route
categorical__route_Savannah → Syracuse,0.0,route_Savannah → Syracuse,route
categorical__route_Savannah → St. Louis,0.0,route_Savannah → St. Louis,route
categorical__route_Savannah → Shreveport,0.0,route_Savannah → Shreveport,route
categorical__route_Savannah → San Francisco,0.0,route_Savannah → San Francisco,route
categorical__route_Savannah → San Antonio,0.0,route_Savannah → San Antonio,route
categorical__route_Savannah → Salt Lake City,0.0,route_Savannah → Salt Lake City,route
categorical__route_Savannah → Richmond,0.0,route_Savannah → Richmond,route
categorical__route_Shreveport → Detroit,0.0,route_Shreveport → Detroit,route
categorical__route_Shreveport → Dayton,0.0,route_Shreveport → Dayton,route
categorical__route_Shreveport → Dallas,0.0,route_Shreveport → Dallas,route
categorical__route_Shreveport → Corpus Christi,0.0,route_Shreveport → Corpus Christi,route
categorical__route_Shreveport → Columbia,0.0,route_Shreveport → Columbia,route
categorical__route_Shreveport → Cincinnati,0.0,route_Shreveport → Cincinnati,route
categorical__route_Shreveport → Chattanooga,0.0,route_Shreveport → Chattanooga,route
categorical__route_Shreveport → Charleston,0.0,route_Shreveport → Charleston,route
categorical__route_Shreveport → Buffalo,0.0,route_Shreveport → Buffalo,route
categorical__route_Shreveport → Boston,0.0,route_Shreveport → Boston,route
categorical__route_Shreveport → Birmingham,0.0,route_Shreveport → Birmingham,route
categorical__route_Shreveport → Baton Rouge,0.0,route_Shreveport → Baton Rouge,route
categorical__route_Shreveport → Baltimore,0.0,route_Shreveport → Baltimore,route
categorical__route_Shreveport → Bakersfield,0.0,route_Shreveport → Bakersfield,route
categorical__route_Shreveport → Austin,0.0,route_Shreveport → Austin,route
categorical__route_Shreveport → Atlanta,0.0,route_Shreveport → Atlanta,route
categorical__route_Shreveport → Los Angeles,0.0,route_Shreveport → Los Angeles,route
categorical__route_Shreveport → Little Rock,0.0,route_Shreveport → Little Rock,route
categorical__route_Shreveport → Lexington,0.0,route_Shreveport → Lexington,route
categorical__route_Shreveport → Las Vegas,0.0,route_Shreveport → Las Vegas,route
categorical__route_Shreveport → Kansas City,0.0,route_Shreveport → Kansas City,route
categorical__route_Shreveport → Jacksonville,0.0,route_Shreveport → Jacksonville,route
categorical__route_Shreveport → Indianapolis,0.0,route_Shreveport → Indianapolis,route
categorical__route_Shreveport → Hartford,0.0,route_Shreveport → Hartford,route
categorical__route_Shreveport → Harrisburg,0.0,route_Shreveport → Harrisburg,route
categorical__route_Shreveport → Greensboro,0.0,route_Shreveport → Greensboro,route
